,full_name,pac,sho,pas,dri,def,phy,overall
14877,Ahmad Al Hbeab,63,26,34,48,60,68,60
14878,Byeong Geun Hwang,63,58,56,60,26,58,60
14879,Dylan Fox,65,24,35,42,60,62,60
14880,Roberto Ramírez,63,57,58,62,47,57,60
14881,Bong Hun Yeo,65,53,56,58,48,62,60
14882,Aidan Nesbitt,70,48,54,65,35,43,60
14883,Ibrahima Sissoko,59,37,52,58,59,67,60
14884,Georgiy Makhatadze,60,47,59,54,58,59,60
14885,Hiroki Miyazawa,61,43,63,59,40,62,60
14886,Emmanuel Besea,67,47,55,64,43,68,60
14887,Dmitriy Vorobyev,66,61,46,58,23,56,60
14888,Daouda Konaté,74,32,48,52,57,61,60
14889,Hiroto Goya,63,62,47,60,28,54,60
14890,Marc Dauter,46,43,58,56,56,50,60
14891,Alexander Dartsch,71,50,59,66,50,58,60
14892,Idrissa Touré,68,42,56,64,50,68,60
14893,Javairo Dilrosun,81,53,52,63,28,52,60
14894,Julian Calor,67,57,57,62,46,65,60
14895,Jakub Żubrowski,62,36,54,62,55,63,60
14896,Donald Love,71,31,49,56,56,63,60
14897,Rees Greenwood,76,56,52,63,21,49,60
14898,Nico Antonitsch,57,27,37,41,59,73,60
14899,Zak Jules,66,32,37,45,57,72,60
14900,Siebe Van der Heyden,53,34,56,55,57,63,60
14901,Hamdan Al Shamrani,77,61,54,59,23,53,60
14902,James Weir,68,45,58,64,46,56,60
14903,Jannik Pohl,90,52,49,63,29,71,60
14904,Evans Mensah,79,54,48,66,25,46,60
14905,Djordje Mihailovic,67,51,58,60,47,67,60
14906,Jordan Gobron,64,32,48,57,61,58,60
14907,Phil Neumann,63,35,49,57,57,65,60
14908,Tony Figueroa,67,59,55,66,29,48,60
14909,Shay McCartan,89,58,54,61,19,60,60
14910,Roy Gielen,57,39,33,52,60,63,60
14911,Elliot Lee,70,59,38,59,19,56,60
14912,Iván Rojas,65,38,53,52,61,61,60
14913,Joe Rothwell,68,53,61,62,51,59,60
14914,Gurpreet Singh Sandhu,63,59,59,60,41,58,60
14915,Shawn McCoulsky,88,56,37,57,18,68,60
14916,Aaron Phillips,73,46,57,60,55,65,60
14917,Shinji Ono,55,56,61,58,49,57,60
14918,Moritz Heinrich,75,52,54,63,28,50,60
14919,Gonzalo Goñi,56,27,37,40,59,66,60
14920,Phillipp Eggersglüß,62,37,55,60,57,71,60
14921,Amine Khammas,76,33,55,62,57,43,60
14922,Tim Rieder,54,33,35,37,62,61,60
14923,Alpay Koçaklı,62,47,60,61,52,63,60
14924,Ko Itakura,82,28,36,42,57,65,60
14925,Sander van Looy,62,29,41,42,58,62,60
14926,Kadem Yaşar,61,59,56,60,53,58,60
14927,Daniel Alfei,70,36,55,54,57,67,60
14928,Cédric Kipré,59,32,36,41,55,80,60
14929,Lazar Carević,60,58,63,62,26,58,60
14930,Alexandre Bouchard,60,58,65,63,31,57,60
14931,Lautaro Mesa,63,58,45,53,33,66,60
14932,Fraser Franks,65,36,50,49,58,66,60
14933,Josh Ginnelly,88,53,54,63,31,53,60
14934,Brandur Hendriksson,55,61,61,62,45,67,60
14935,Łukasz Skowron,58,60,48,69,21,53,60
14936,Petar Golubović,66,26,52,58,56,58,60
14937,Daniel Luxbacher,77,58,61,68,41,58,60
14938,Christian Doidge,65,57,37,58,26,69,60
14939,Brandon Allen,58,58,35,56,24,68,60
14940,Bright Gyamfi,81,32,44,50,59,65,60
14941,Lisandro Martínez,59,29,32,37,63,55,60
14942,Lucio Compagnucci,73,47,54,62,56,61,60
14943,Yong Gi Ryang,43,55,65,65,42,53,60
14944,Alexander Siebeck,71,51,60,65,52,61,60
14945,Bryn Morris,70,41,56,59,56,65,60
14946,Garry Thompson,65,54,59,59,35,65,60
14947,Juan Carlos Lázaro Cervera,65,34,42,44,61,58,60
14948,Reagan Dunk,78,25,42,58,58,66,60
14949,Jesús Sillero Martín,61,62,46,60,22,48,60
14950,Nicolás Temperini,62,56,61,62,28,58,60
14951,Estanislao Marcellán García,62,57,58,63,45,55,60
14952,Andrew Redmayne,62,55,56,64,45,58,60
14953,Sandrino Braun,59,42,46,55,59,67,60
14954,Gianluca Mancini,52,33,39,39,63,52,60
14955,Valentin Voisin,65,40,54,60,62,55,60
14956,Mate Tsintsadze,62,35,61,55,55,65,60
14957,Michał Gliwa,60,57,52,64,29,59,60
14958,Paul Farman,61,57,63,63,42,54,60
14959,Erin Jorge Gomes Pinheiro,59,55,62,62,48,59,60
14960,Simen Juklerød,82,59,56,65,51,62,60
14961,Nicholas Marfelt,75,35,54,58,58,63,60
14962,Leonardo Miramar Rocha,59,61,40,57,18,48,60
14963,Will Aimson,58,32,33,38,60,62,60
14964,Gosay Saad Al Shelali,45,57,55,60,56,68,60
14965,Diego Gustavo Ferraresso Scheda,63,26,51,63,63,61,60
14966,Mohamed Mady Camara,60,51,55,53,60,64,60
14967,Durel Avounou,53,29,46,52,61,56,60
14968,Woo Suk Kim,51,25,37,38,59,64,60
14969,Gabriele Rolando,64,32,54,59,59,53,60
14970,Hanwen Deng,67,45,53,64,57,55,60
14971,Marcus Epps,76,56,53,61,25,54,60
14972,Matías Vargas,78,55,57,63,34,47,60
14973,Joaquim Adão,63,45,59,52,58,69,60
14974,Joaquin Laso,60,26,39,48,64,71,60
14975,Shayon Harrison,68,58,40,56,19,59,60
14976,Nicolás Bazzana,63,31,32,37,61,63,60
14977,Jordan Slew,83,56,43,59,27,63,60
14978,Bill Tuiloma,53,36,52,54,60,69,60
14979,Nicolas Gétaz,74,44,51,62,52,61,60
14980,Alex Bradley,64,49,58,61,51,50,60
14981,Conor McDermott,79,41,52,55,57,63,60
14982,Mats Knoester,64,28,41,40,60,67,60
14983,Ivan Melnikov,70,47,61,60,48,52,60
14984,Mikkel Cramer,71,55,59,58,54,66,60
14985,Luke Joyce,70,45,56,57,59,72,60
14986,Idris Kanu,77,58,39,64,19,56,60
14987,Abdullah Majrashi,65,43,51,64,58,62,60
14988,Nil Coch Montaña,61,34,39,45,61,58,60
14989,Marcus Bean,67,51,56,58,64,73,60
14990,Florian Escales,64,59,60,58,27,61,60
14991,Mats Köhlert,72,58,53,66,29,44,60
14992,Okan Saraçoğlu,62,47,58,59,48,59,60
14993,Alejandro Viedma Vega,62,51,62,65,46,47,60
14994,Adam Yates,68,32,53,57,58,60,60
14995,Niall Keown,64,33,50,49,60,63,60
14996,Juan Berrocal González,57,29,42,40,63,53,60
14997,Florian Sittsam,67,32,47,54,60,69,60
14998,Mario Antonio Rodríguez,70,49,55,63,30,57,60
14999,Tugay Uzan,72,60,48,63,18,56,60
15000,Germán Caffa,59,58,53,60,13,62,60
15001,Piotr Wlazło,67,58,57,61,46,73,60
15002,Michael Folivi,67,60,39,62,21,57,60
15003,Przemysław Szarek,72,25,43,38,58,66,60
15004,Jerrad Tyson,59,59,58,62,48,58,60
15005,Antonio Navas Vargas,44,34,48,63,64,43,60
15006,Jamillacson Palacios,73,57,51,64,26,48,60
15007,Jérôme Deom,82,45,54,67,29,39,60
15008,Eros De Santis,69,27,44,53,57,61,60
15009,Christopher Antwi-Adjej,83,52,49,67,19,49,60
15010,Jack Simpson,54,33,35,40,63,61,60
15011,Fahad Ghazi,77,26,45,53,59,64,60
15012,Tom Davies,67,27,35,37,58,71,60
15013,Plamen Krachunov,55,25,35,34,60,71,60
15014,Philipp Förster,67,55,59,57,46,70,60
15015,Jacob Pepper,55,47,49,50,61,74,60
15016,Mete Kaan Demir,69,49,55,67,30,41,60
15017,Juan Silva,69,49,55,60,59,71,60
15018,Delial Brewster,87,58,47,56,24,54,60
15019,Jordan O'Doherty,77,55,52,64,39,58,60
15020,Raif Husić,62,60,58,61,36,57,60
15021,Emilio Sánchez,62,56,58,63,36,53,60
15022,Victor Arboleda,76,56,51,64,19,47,60
15023,Christopher Theisen,63,56,55,54,57,75,60
15024,Ángel López,72,51,60,60,51,51,60
15025,Gonzalo Pereira Cejudo,60,31,35,41,63,58,60
15026,Dong Min Yoon,62,62,50,61,37,63,60
15027,Jair Mosquera,72,53,53,59,48,55,60
15028,Mark Bruintjes,57,32,45,39,63,59,60
15029,Luca Vido,59,60,48,59,23,51,60
15030,Oleksiy Dytyatev,47,24,35,35,59,75,60
15031,Wojciech Trochim,49,49,62,61,39,69,60
15032,Ahmed Waseem Razeek,82,53,49,68,28,54,60
15033,Aaron Nemane,81,50,47,65,17,43,60
15034,Carlos Rosel,71,47,59,64,56,57,60
15035,Robert Herrmann,73,49,55,62,27,58,60
15036,Abdulmajeed Al Suwat,64,51,57,62,51,58,60
15037,Nicola Lancini,82,39,47,56,55,70,60
15038,Michele Cavion,62,53,67,65,36,51,60
15039,Sebastián Martelli,68,48,57,64,32,44,60
15040,Carlos Zamora,42,32,35,36,64,65,60
15041,Mitchell Mallia,85,60,43,59,21,48,60
15042,Alessio Castro-Montes,71,47,59,63,30,40,60
15043,Amedeo Benedetti,48,33,52,58,65,50,60
15044,Luke Hemmerich,64,52,62,58,51,57,60
15045,Edson García,58,31,32,38,61,64,60
15046,Felipe Rodríguez,63,41,45,57,63,57,60
15047,Harrison Heath,61,48,59,60,48,62,60
15048,William Boyle,57,27,37,35,59,70,60
15049,Diego Martínez,59,55,61,61,44,58,60
15050,Sergio Barbero Haedo,64,52,63,61,45,50,60
15051,Hiromu Mitsumaru,76,29,51,55,53,59,60
15052,Ayanda Nkosi,68,58,52,61,17,51,60
15053,Jamilu Collins,79,33,50,62,49,69,60
15054,Aaron Amadi-Holloway,71,55,48,59,52,69,60
15055,Samy Bourard,55,54,57,63,20,42,60
15056,Gabriel Lazarte,71,33,46,63,57,55,60
15057,Thomas Piermayr,60,39,59,58,55,77,60
15058,Mikael Mandron,64,59,38,57,20,70,60
15059,Alexander Munksgaard,75,36,50,56,55,69,60
15060,Dele Alampasu,62,58,58,59,21,60,60
15061,Ulises Tavares,67,58,48,59,23,60,60
15062,Gabriele Moncini,62,57,50,60,28,56,60
15063,Mitchell Lund,64,33,51,54,59,59,60
15064,Armando Anastasio,61,48,65,58,54,54,60
15065,Benjamin Hansen,66,27,35,44,59,64,60
15066,Marco Richter,66,60,49,62,20,50,60
15067,Dario Šarić,63,43,57,57,47,55,60
15068,Lex van Dijk,61,33,54,36,58,67,60
15069,Diego Mejía,56,54,57,58,62,67,60
15070,Claudio Mosca,60,43,59,56,60,52,60
15071,Christian Zock,71,57,62,59,58,67,60
15072,Guido Villar,64,57,61,59,18,57,60
15073,Abdulelah Al Fahad,66,44,60,64,52,68,60
15074,Giuseppe Scalera,62,28,42,58,56,61,60
15075,Charlie Ward,58,47,64,61,46,47,60
15076,Giovanni Di Noia,70,41,58,61,57,63,60
15077,Kaylen Hinds,70,56,48,66,19,52,60
15078,Lorenzo Riera Ortega,48,61,57,62,51,51,60
15079,George Miller,75,59,41,59,24,49,60
15080,Joe van der Sar,58,62,69,59,31,54,60
15081,Ryoichi Kurisawa,42,33,52,54,59,55,60
15082,Oleg Kudryk,58,56,49,63,20,64,60
15083,Adam Berry,69,41,51,58,54,73,60
15084,Aliou Badji,79,54,39,62,23,70,60
15085,Tom Lebeau,67,52,60,64,41,45,60
15086,Mohamed Eisa,75,55,45,61,18,61,60
15087,Martín Ferreyra,60,29,34,39,61,62,60
15088,Gearóid Morrissey,53,52,59,60,53,60,60
15089,Javier Díaz Sánchez,67,57,56,59,56,58,60
15090,Seyi Adekoya,81,55,46,62,22,56,60
15091,Akwasi Asante,80,58,41,59,26,69,60
15092,George Green,66,48,59,62,35,66,60
15093,Jefferson Murillo,78,35,53,60,54,65,60
15094,Theo Archibald,76,60,50,63,32,56,60
15095,Maxim Karpov,57,30,36,37,63,56,60
15096,Dominik Reimann,62,60,66,64,45,52,60
15097,Casper De Norre,70,52,57,63,56,57,60
15098,Jamie Devitt,75,57,59,63,32,48,60
15099,Ben White,66,25,47,41,56,70,59
15100,Marwin Reuvers,67,53,58,55,45,60,59
15101,Evgeniy Goshev,62,53,58,67,45,51,59
15102,Sami Kassar Al Shammari,76,31,52,56,55,52,59
15103,Tin Plavotic,47,28,27,33,57,73,59
15104,Kostadin Gadzhalov,60,32,33,40,59,65,59
15105,Jordan Maguire-Drew,68,59,57,60,31,53,59
15106,Jorge Cruz,54,29,32,38,62,58,59
15107,Ben Kantarovski,67,40,51,57,56,71,59
15108,Joe Morrell,71,47,59,63,48,44,59
15109,Alessandro Bellemo,48,41,56,55,49,59,59
15110,Christian Rubio Sivodedov,61,45,59,63,51,54,59
15111,Jhory Celaya,64,55,55,62,32,38,59
15112,Idrisa Sambú,73,59,47,66,30,54,59
15113,Olivier Rommens,67,41,55,61,52,56,59
15114,Sergio Benito Crujera,60,63,51,65,22,51,59
15115,Jalen Robinson,74,28,39,41,57,69,59
15116,Jonathan Rasheed,62,57,57,58,31,58,59
15117,Bradley Collins,60,56,56,62,43,57,59
15118,Devon Kelly-Evans,84,49,55,61,39,62,59
15119,George McEachran,63,42,61,61,45,44,59
15120,Elohor Godswill Ekpolo,71,34,38,49,61,73,59
15121,Sam Surridge,57,58,43,56,28,66,59
15122,Eddie Nolan,66,38,51,54,57,66,59
15123,Maurício Cortés,75,48,53,62,36,57,59
15124,Hallam Hope,74,60,46,51,23,58,59
15125,Darragh Markey,74,54,55,67,36,41,59
15126,Sung Ju Kim,71,57,43,59,18,55,59
15127,João De Oliveira,78,50,54,57,28,55,59
15128,Cameron James,70,25,49,54,58,60,59
15129,Delano Ladan,71,58,44,63,23,45,59
15130,Eoghan Stokes,71,58,43,59,21,52,59
15131,Sandro Lauper,66,52,55,60,55,58,59
15132,Corey Jordan,59,28,33,43,59,65,59
15133,Harry Souttar,35,28,40,53,57,65,59
15134,Omari Patrick,79,55,48,58,27,65,59
15135,Bernd Gschweidl,72,57,39,58,24,61,59
15136,Jordan Lyden,59,49,54,63,57,61,59
15137,Daniel Parra,68,41,53,61,55,50,59
15138,Iván Zamora,67,57,53,62,28,40,59
15139,Besard Sabovic,66,51,60,59,40,65,59
15140,Hideomi Yamamoto,38,41,50,49,58,54,59
15141,Filippo Pavoni,65,59,51,65,46,55,59
15142,Leo Fasan,57,59,58,63,44,57,59
15143,Jordan Williams,55,42,58,55,56,63,59
15144,Adam Andersson,74,46,54,64,44,62,59
15145,Erick Sánchez,67,62,44,54,20,40,59
15146,Emil Hedvall,57,62,59,56,29,60,59
15147,Abdalhaleem Al Amoudi,79,57,41,61,21,49,59
15148,Hamish Watson,55,55,41,52,25,73,59
15149,Fabio Álvarez,71,56,59,67,29,62,59
15150,Omar Richards,71,37,50,55,56,61,59
15151,Stanley Awurum,59,57,59,62,30,51,59
15152,Takuma Tsuda,42,40,49,47,59,61,59
15153,Alfie May,85,59,42,64,34,63,59
15154,Jeffrey Rijkers,68,56,54,62,29,54,59
15155,Franck Boya,67,47,56,56,55,71,59
15156,Juan Cruz González,61,32,42,56,61,58,59
15157,Sam Hart,71,33,41,60,59,56,59
15158,Patrik Haginge,54,45,51,49,59,70,59
15159,Kei Ikeda,65,56,53,62,16,57,59
15160,Lucas Cháves,61,55,57,60,45,56,59
15161,Reiss Nelson,81,53,46,70,29,41,59
15162,Marin Šverko,66,29,51,57,58,65,59
15163,José Cortés,77,58,38,57,19,58,59
15164,Ricardo Marín,68,59,49,53,22,57,59
15165,Ronald Hernández,76,33,45,58,55,58,59
15166,Emmanuel Osadebe,85,45,56,63,46,81,59
15167,Sotirios Pispas,82,57,39,56,20,49,59
15168,Tatsuya Tanaka,42,63,55,68,29,52,59
15169,Stephen McGuinness,60,58,58,60,51,58,59
15170,Victor Fernandez,62,61,50,67,33,44,59
15171,Agustín Módula,69,47,55,59,48,59,59
15172,Yan Valery,61,34,40,61,61,56,59
15173,Seung Min Yoo,75,57,54,58,26,50,59
15174,Takuma Nishimura,75,59,47,56,18,58,59
15175,Won Jae Park,69,35,45,58,57,62,59
15176,Moise Ngwisani,68,30,49,55,58,56,59
15177,Ahmad Al Harbi,63,58,52,58,43,54,59
15178,Matheus Martins Silva,46,34,49,55,56,71,59
15179,Ömerhan Ayın,67,55,53,62,30,47,59
15180,Billy Waters,82,55,54,62,41,56,59
15181,Callum Guy,67,49,56,61,54,61,59
15182,Anton Terekhov,64,60,51,65,26,50,59
15183,Luis Amador,68,47,56,62,52,60,59
15184,Lukas Gerlspeck,66,36,43,49,59,59,59
15185,Denys Balanyuk,69,57,45,58,19,49,59
15186,Agim Zeka,61,61,49,66,27,42,59
15187,Shaquille Woudstra,68,31,44,59,61,60,59
15188,Josh Parker,91,51,54,60,34,62,59
15189,Patrice Dimitriou,61,48,58,60,58,58,59
15190,Darnell Johnson,69,34,43,51,57,68,59
15191,Dayle Southwell,67,59,46,56,25,59,59
15192,Nicke Kabamba,76,59,38,47,17,69,59
15193,Dylan Ryan,64,29,39,49,57,63,59
15194,Bastien Héry,74,42,56,61,44,63,59
15195,Quentin Bena,69,49,52,60,57,67,59
15196,Larry Angulo,67,51,54,59,50,62,59
15197,Luca Barlocco,61,38,49,53,61,53,59
15198,Isaiah Young,82,55,47,66,23,49,59
15199,Ioannis Gelios,59,59,54,62,54,57,59
15200,Daniel O'Shaughnessy,50,32,39,36,58,68,59
15201,Santiago García,70,58,42,50,32,66,59
15202,Albeyi Guliev,51,59,45,57,23,55,59
15203,Ivan Vujica,77,33,49,60,56,65,59
15204,Lukas Jonsson,60,61,55,59,35,56,59
15205,Matteo Brunelli,63,52,51,69,40,50,59
15206,Markus Uusitalo,65,55,59,63,32,51,59
15207,Ba-Muaka Simakala,69,57,55,64,22,53,59
15208,Jonathan Burn,56,26,41,52,60,62,59
15209,David O'Connor,40,31,46,43,61,54,59
15210,Martin Fisch,60,23,40,37,57,71,59
15211,Ibrahim Hajtic,52,25,34,38,59,66,59
15212,Jonathan Garay,68,24,42,47,61,52,59
15213,Jakub Wrąbel,61,57,53,61,45,54,59
15214,Ji Won Han,58,55,52,59,56,57,59
15215,Anders Holst,69,55,53,62,31,59,59
15216,Iván Colman,69,51,57,63,21,56,59
15217,Axel Disasi,54,27,29,26,56,75,59
15218,Faissal El Bakhtaoui,78,62,41,56,22,46,59
15219,Stephen Elliott,54,56,55,56,23,57,59
15220,Emmanuel Onariase,60,31,36,48,56,68,59
15221,Tobias Müller,60,26,37,35,58,67,59
15222,Danny Rogers,61,57,61,64,46,55,59
15223,Coy Craft,68,54,55,61,44,63,59
15224,Adrián Zendejas,66,53,55,64,37,53,59
15225,Alexandr Scherbakov,65,61,51,61,24,42,59
15226,Jack Harper,73,57,47,61,18,53,59
15227,Serge Atakayi,85,49,51,60,22,47,59
15228,Lars Ritzka,68,41,49,55,56,59,59
15229,Brad Potts,69,60,57,59,54,68,59
15230,Antonin Bobichon,66,52,54,62,31,53,59
15231,Alexandr Maksimenko,61,52,63,66,38,58,59
15232,Robert Kristo,55,58,40,42,27,74,59
15233,Lucas Destéfano,63,51,58,65,39,40,59
15234,Mohammed Mohsen Harzan,73,43,55,63,43,52,59
15235,Jack Bridge,72,50,56,62,41,52,59
15236,Christie Elliott,77,56,57,63,53,73,59
15237,Martín Abundiz,61,57,46,56,21,58,59
15238,Cagatay Kader,57,57,43,57,22,63,59
15239,Jan Niklas Beste,67,36,55,59,53,55,59
15240,Dominic Thomas,69,50,59,61,51,54,59
15241,Maximilian Engl,61,52,60,60,32,58,59
15242,Raúl Sánchez Sánchez,65,56,57,61,33,49,59
15243,Luca Forte,78,54,49,61,17,62,59
15244,Abdulelah Al Bukhari,76,33,53,52,55,63,59
15245,Gautier Larsonneur,61,56,59,61,47,56,59
15246,Ricki Olsen,71,51,56,59,48,61,59
15247,Adrian Grbic,74,55,50,58,24,63,59
15248,Giancarlo Bianchini,67,55,55,63,28,43,59
15249,Tetsu Sugiyama,54,60,63,51,27,63,59
15250,Julián Carranza,73,58,47,57,27,53,59
15251,Kyle Storer,62,47,58,56,57,74,59
15252,Jorge Valadez,49,30,31,32,63,53,59
15253,William Parra,67,45,52,59,57,56,59
15254,Kosuke Kinoshita,66,56,45,59,22,64,59
15255,Jadaan Al Shammari,61,42,55,57,55,68,59
15256,Salvador Reyes,78,59,46,66,27,45,59
15257,Elliott List,89,45,50,62,27,57,59
15258,Ryan Brennan,61,55,55,59,55,57,59
15259,Adebayo Azeez,88,54,44,57,22,56,59
15260,Daniel Muñoz,67,26,42,54,57,61,59
15261,Kevin Hoffmann,67,48,54,64,29,55,59
15262,Lucas Cueto,76,54,53,67,31,41,59
15263,Clément Deprès,52,59,44,56,25,60,59
15264,Manuel De Luca,44,61,47,55,18,49,59
15265,Mario Sánchez Ramírez,63,31,42,58,61,57,59
15266,Jonathan Augustinsson,75,35,53,58,53,61,59
15267,Reice Charles-Cook,65,58,60,61,47,49,59
15268,Konrad Nowak,85,51,54,65,19,57,59
15269,Nicolas Schiavi,63,45,56,64,38,52,59
15270,Victor van den Bogert,52,27,39,37,58,65,59
15271,Gaspar Gentile,69,59,55,57,18,59,59
15272,Anderson Lucoqui,74,32,49,62,51,62,59
15273,Iké Ugbo,75,53,44,54,21,56,59
15274,Tyler Reid,73,32,41,56,59,65,59
15275,Alexey Gritsaenko,50,32,39,35,61,60,59
15276,Ismael Aaneba,77,29,35,38,58,67,59
15277,Will Patching,67,52,62,62,40,50,59
15278,Jacob Karlstrøm,60,58,57,60,27,57,59
15279,Dan Metzger,69,43,52,59,53,69,59
15280,Ruben Bover Izquierdo,70,58,61,61,43,52,59
15281,Jesper Svensson,74,49,52,60,27,59,59
15282,Harlin Suárez,67,37,50,54,57,55,59
15283,Liangming Lin,73,59,58,57,24,45,59
15284,Lloyd Kelly,82,30,44,60,52,59,59
15285,Ruibao Hu,58,25,35,46,59,57,59
15286,Patrik Dzalto,72,61,51,66,22,42,59
15287,Issiaka Bamba,71,57,52,61,23,51,59
15288,Lorenzo Rajot,72,47,55,60,25,53,59
15289,Vinny Faherty,57,57,39,54,27,64,59
15290,Harry Cornick,77,52,54,61,28,59,59
15291,Dennis Rosin,66,44,53,65,52,64,59
15292,Arne Sicker,74,30,44,53,57,67,59
15293,Hjörtur Logi Valgarðsson,64,47,55,50,56,62,59
15294,Jacob Maddox,69,56,54,62,32,47,59
15295,Vitalijs Maksimenko,70,34,50,56,57,66,59
15296,Kamil Mullin,81,59,50,65,27,44,59
15297,Omar Sowunmi,64,34,31,30,57,74,59
15298,Keegan Pereira,84,33,40,62,55,57,59
15299,Jader Valencia,64,55,39,58,18,60,59
15300,Kelvin Mellor,66,27,51,55,58,67,59
15301,Graham Kelly,72,44,53,58,56,60,59
15302,Daichi Sugimoto,57,62,59,59,23,60,59
15303,Gorka Giralt Amotxategi,61,58,48,59,39,60,59
15304,Filippo Florio,71,25,44,55,55,55,59
15305,Scott Shearer,59,56,52,60,38,60,59
15306,Victor Emanuel Araújo Ferreira,63,47,55,60,49,59,59
15307,Furkan Yiğit,65,64,48,65,18,46,59
15308,Giuseppe Borello,58,53,57,67,29,38,59
15309,Steven Beattie,79,58,53,61,52,63,59
15310,Aaron Downes,33,32,42,38,57,67,59
15311,Rashad Muhammed,92,55,51,59,29,70,59
15312,Silas Gnaka,67,23,48,56,56,62,59
15313,Armando Arce,50,62,44,55,23,52,59
15314,Özgür Taylan Ökke,66,51,62,66,42,39,59
15315,Shintaro Shimizu,69,57,48,49,20,68,59
15316,Jaushua Sotirio,83,47,52,60,27,60,59
15317,Eirik Bergum Skaasheim,66,46,52,57,55,63,59
15318,George Smith,70,27,46,57,55,62,59
15319,Jackichand Singh,84,61,48,61,19,55,59
15320,Abdullah Al Saleh,58,56,62,59,48,59,59
15321,Sasa Matic,73,50,52,61,29,59,59
15322,Joe Davis,55,23,33,40,58,65,59
15323,Håkon Lorentzen,67,58,42,62,19,50,59
15324,Ian Pino Soler,61,27,33,38,60,61,59
15325,Aurélien Faivre,29,39,58,54,69,54,59
15326,Mahmoud Eid,63,58,47,57,19,69,59
15327,Joe Rowley,73,45,53,62,42,50,59
15328,Michael Leahy,33,22,37,28,57,71,59
15329,Raheem Hanley,73,35,43,54,60,61,59
15330,Meris Skenderović,52,60,44,60,21,49,59
15331,Benjamin Van Durmen,61,39,54,52,57,66,59
15332,Kevin Tittel,64,60,60,61,30,49,59
15333,Robin Ziegele,54,28,37,44,59,63,59
15334,Darius Osei,77,56,48,61,37,56,59
15335,Lewis Kinsella,67,35,48,56,58,61,59
15336,Erwan Maury,47,35,52,59,57,56,59
15337,Davide Giorgino,56,41,47,44,60,65,59
15338,Sharif Mukhammad,58,35,59,60,50,60,59
15339,Arvid Brorsson,56,20,39,42,59,64,59
15340,Tyreke Johnson,70,53,55,62,29,42,59
15341,Kazushige Kirihata,52,57,62,53,12,69,59
15342,Rodrigo Tosi,47,58,56,60,42,55,59
15343,Carlos Cuesta,69,25,37,43,59,58,59
15344,Yehvann Diouf,59,61,59,59,44,60,59
15345,Filip Ugrinic,59,43,61,55,56,60,59
15346,Anthony Ikedi,55,43,51,50,57,72,59
15347,Darren Meenan,73,48,60,58,28,58,59
15348,Adam Najem,65,55,57,59,33,57,59
15349,Hamidou Traore,67,46,58,62,46,57,59
15350,Marcelo Ortíz,64,25,37,39,60,61,59
15351,Shane Duggan,50,56,59,51,50,72,59
15352,Igor Łasicki,53,34,37,45,61,65,59
15353,Scott Wharton,66,28,38,39,57,62,59
15354,Cameron Iwasa,75,58,45,54,28,67,59
15355,Raffaele Cretaro,66,60,53,63,30,41,59
15356,Steven Old,52,21,46,49,59,63,59
15357,Saho Mutlaq Al Mutairi,77,57,38,58,20,60,59
15358,Joe Maguire,71,37,46,57,56,53,59
15359,Haruya Ide,61,51,62,55,37,56,59
15360,Craig Storie,71,45,53,62,49,72,59
15361,Pablo López,52,51,62,62,43,37,59
15362,Nicolò Gigli,64,29,30,36,58,72,59
15363,Lukas Cichos,60,59,62,57,22,59,59
15364,Edgar Ayala,41,64,43,54,24,51,59
15365,Nader Salem Al Muwallad,72,41,51,60,56,66,59
15366,Ali Coote,76,48,53,66,37,43,59
15367,Peter Friis Jensen,60,57,56,63,34,54,59
15368,Keith Buckley,58,54,56,56,56,65,59
15369,Lachlan Scott,70,57,40,57,22,64,59
15370,Raul Mendiola,76,51,57,63,28,44,59
15371,Josh Vickers,66,53,63,59,43,50,59
15372,Garry Buckley,49,57,56,59,54,64,59
15373,Yong Jin Kim,71,48,37,55,42,65,59
15374,Joaquín Pereyra,67,53,59,60,34,57,59
15375,Sota Hirayama,52,56,51,51,35,64,59
15376,Phillip Menzel,63,60,58,56,16,57,59
15377,Aaron McGowan,71,29,45,57,56,62,59
15378,Sven Joss,78,28,40,53,57,59,59
15379,Yassin Fekir,69,56,56,63,30,47,59
15380,Luca Ranieri,63,34,37,59,63,54,59
15381,Richard Marcone,56,57,59,58,46,61,59
15382,Jake Wright,68,58,42,59,22,63,59
15383,Sergio Camargo,63,44,54,60,57,64,59
15384,Yoo Gul Song,56,59,63,60,48,59,59
15385,Vincent-Louis Stenzel,85,47,51,62,26,55,59
15386,Ayub Batsuev,53,45,58,60,49,51,59
15387,Enzo Cabrera,58,64,46,53,24,46,59
15388,Jimmy Keohane,63,51,54,63,27,57,59
